model,clip,ground_truth,hypothesis,wer,latency_s
tiny.en,7850-281318-0010,o wise mother magpie dear mother magpie they cried teach us how to build our nests like yours for it is growing night and we are tired and sleepy,"Oh, why is Mother Meg Pie? Dear Mother Meg Pie, they cried. Teach us how to build our nests like yours. For it is growing night, and we are tired and sleepy.",0.2414,0.0843
tiny.en,5895-34622-0009,unknown people had worked upon his face he on the other hand had worked on his mind and behind this well executed mask he had placed all that he could of thought,"Unknown people had worked upon his face. He, on the other hand, had worked on his mind. And behind this well-executed mask, he had placed all that he could have thought.",0.0938,0.0845
tiny.en,8842-302203-0002,whereby other ladies who were about the room becoming aware of my discomfort by reason of the moan that she made who indeed was of my very near kindred led her away from where i was and then set themselves to awaken me thinking that i dreamed and saying sleep no longer and be not disquieted,"whereby other ladies who were about the room, becoming aware of my discomfort by reason of the moan that she made, who, indeed, was of my very near kindred, led her away from where I was, and then set themselves to awaken me, thinking that I dreamed and saying, sleep in a longer and be not disquieted.",0.0357,0.1843
tiny.en,6319-275224-0008,did that lovely creature suppose that nature who had done so much for her that the fame of her beauty extended throughout the world had yet left her so weak and feeble that she could not support herself in the position most calculated to give her ease and pleasure,Did that lovely creature suppose that nature who had done so much for her that the fame of her beauty extended throughout the world had yet left her so weak and feeble that she could not support herself in the position most calculated to give her ease and pleasure?,0.0000,0.1112
tiny.en,2412-153947-0010,i see from my second preface that i took the book to messrs chapman and hall may first eighteen seventy one and on their rejection of it under the advice of one who has attained the highest rank among living writers i let it sleep till i took it to mister trubner early in eighteen seventy two,"I see for my second preface that I took the book to Monsieur's Chapman and Hall, May 1st, 1871, and on their rejection of it, under the advice of one who has attained the highest rank among living writers, I let it sleep till I took it to Mr. Troobner early in 1872.",0.1930,0.1788
tiny.en,251-137823-0018,within minutes tom was in charge of clearing away rubble and extricating anyone who might be trapped inside the buildings,"Within minutes, Tom was in charge of clearing away rubble and extricating anyone who might be trapped inside the buildings.",0.0000,0.0565
tiny.en,6241-61946-0013,little did i expect however the spectacle which awaited us when we reached the peninsula of sneffels where agglomerations of nature's ruins form a kind of terrible chaos,"Little did I expect, however, the spectacle which awaited us when we reached the peninsula of Snuffles, where agglomerations of nature's ruins form a kind of terrible chaos.",0.0357,0.0867
tiny.en,777-126732-0058,there is no occupation that fails a man more completely than that of a secret agent of police,There is no occupation that fails a man more completely than that of a secret agent of police,0.0000,0.0435
tiny.en,1988-148538-0015,these persons then displayed towards each other precisely the same puerile jealousies which animate the men of democracies the same eagerness to snatch the smallest advantages which their equals contested and the same desire to parade ostentatiously those of which they were in possession,"These persons then displayed towards each other, precisely the same pureal jellacies which animate the men of democracies, the same eagerness to snatch the smallest advantages which are equals contested, and the same desire to parade ostentatiously those of which they were in possession.",0.0682,0.1247
tiny.en,3853-163249-0021,i knew you would go i saw you getting ready and i made up my mind to follow,I knew you would go. I saw you getting ready and I made up my mind to follow.,0.0000,0.0454
tiny.en,2035-147960-0001,this change came about from an adventure we had together,This change came about from an adventure we had together.,0.0000,0.0334
tiny.en,5895-34629-0007,the placard gwynplaine the laughing man taken from its nail in the green box was hung up close to the sign of the inn,"The placard, when playing the laughing man, taken from its nail in the green box, was hung up close to the sign of the inn.",0.0833,0.0788
tiny.en,2412-153948-0010,the country was the grandest that can be imagined,The country was the grandest that can be imagined.,0.0000,0.0336
tiny.en,2035-147961-0022,the shrieks that followed made everybody sober,The shrieks that followed made everybody sober.,0.0000,0.0309
tiny.en,1673-143397-0018,at the same time every avenue of the throne was assaulted with gold,"At the same time, every avenue of the throne was assaulted with gold.",0.0000,0.0507
tiny.en,777-126732-0023,the famous terrorist had never in his life raised personally as much as his little finger against the social edifice,The famous terrorist had never in his life raised personally as much as his little finger against the social edifice.,0.0000,0.0945
tiny.en,1993-147149-0008,is there any chance for the other one think you,Is there any chance for the other one? Thank you.,0.1000,0.0795
tiny.en,6345-93306-0009,he hurriedly cut cake and pressed it upon her,He hurriedly cut cake and pressed it upon her.,0.0000,0.0338
tiny.en,1673-143396-0014,but the justice and generosity of such a desertion are strongly questionable and the fate of an innocent martyr at first impelled and at length abandoned by his divine companion might provoke the pity and indignation of the profane,"But the justice and generosity of such a desertion are strongly questionable, and the fate of an innocent martyr at first impelled and at length abandoned by his divine companion might provoke the pity and indignation of the profane.",0.0000,0.1635
tiny.en,2803-154328-0010,at last the major said my friends keep that to the last moment,"At last, the major said, my friends keep that to the last moment.",0.0000,0.0796
tiny.en,3853-163249-0035,and the inconsistent woman fell upon his buttony breast weeping copiously,"and the inconsistent woman fell upon his butnie breast, weeping copiously.",0.0909,0.0433
tiny.en,2277-149897-0037,if he didn't go and see them they would sue him promptly,"If he didn't go and see them, they would sue him promptly.",0.0000,0.0413
tiny.en,7976-110523-0005,ah father said hansel i am looking at my white cat sitting upon the roof of the house and trying to say good bye,"Ah, father,"" said Hansel. I am looking at my white cat sitting upon the roof of the house and trying to say goodbye.",0.0833,0.1021
